Child Welfare Specialist - Opt SS (Upward Mobility Target Ti (NG1097273),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534664,"""Winnebago County, IL , """
Educator - Opt C (NG1175391),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534665,"""Saline County, IL , """
Corrections Nurse I (Upward Mobility Target Title) (NG1515176),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534669,"""Macon County, IL , """
Highway Maintainer - Spanish Speaking - INFORMATIONAL POSTIN (NG493572),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534674,"""Statewide, IL , """
Licensed Practical Nurse II (Upward Mobility Target Title) (NG517168),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534679,"""Adams County, IL , """
Licensed Practical Nurse I (Upward Mobility Target Title) (NG517178),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534681,"""Adams County, IL , """
Licensed Practical Nurse I (Upward Mobility Target Title) (NG810180),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534685,"""Kankakee County, IL , """
Licensed Practical Nurse II (Upward Mobility Target Title) (NG810194),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534686,"""Kankakee County, IL , """
Support Service Worker (Housekeeping) (NG810441),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534693,"""Union County, IL , """
Social Services Career Trainee - Opt SS (NG93444),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534697,"""Statewide, IL , """
Office Clerk - Opt 2 (NG94265),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534700,"""Statewide, IL , """
Office Assistant - Opt 2 (NG94402),https://illinoisjoblink.illinois.gov/ada/r/jobs/4534704,"""Statewide, IL , """
Corrections Nurse I (Upward Mobility Target Title) (NG1278134),https://illinoisjoblink.illinois.gov/ada/r/jobs/4548800,"""DuPage County, IL , """
Child Protection Specialist - Opt SS (NG1415000),https://illinoisjoblink.illinois.gov/ada/r/jobs/4548805,"""DeKalb County, IL , """
Child Protection Specialist - Opt SS (NG1415076),https://illinoisjoblink.illinois.gov/ada/r/jobs/4548808,"""Winnebago County, IL , """
Child Welfare Specialist - Opt SS (Upward Mobility Target Ti (NG1415176),https://illinoisjoblink.illinois.gov/ada/r/jobs/4548812,"""Cook County, IL , """
Day Care Licensing Representative II - Opt SS (Upward Mobili (NG1415224),https://illinoisjoblink.illinois.gov/ada/r/jobs/4548814,"""Lake County, IL , """
Corrections Nurse Trainee (Upward Mobility Target Title) (NG1518579),https://illinoisjoblink.illinois.gov/ada/r/jobs/4548819,"""Rock Island County, IL , """
Educator - Career & Technical (NG1464402),https://illinoisjoblink.illinois.gov/ada/r/jobs/4558375,"""Jersey County, IL , """
Accountant (Upward Mobility Target Title) (NG1575257),https://illinoisjoblink.illinois.gov/ada/r/jobs/4569591,"""Sangamon County, IL , """
Support Service Worker- Food Services (NG1579421),https://illinoisjoblink.illinois.gov/ada/r/jobs/4572681,"""Lake County, IL , """
Staff Development Specialist I - Opt SS (NG1579433),https://illinoisjoblink.illinois.gov/ada/r/jobs/4572695,"""Morgan County, IL , """
Human Services Caseworker (Upward Mobility Target Title) (NG1579453),https://illinoisjoblink.illinois.gov/ada/r/jobs/4572697,"""Macoupin County, IL , """
Human Services Casework Manager (NG1578469),https://illinoisjoblink.illinois.gov/ada/r/jobs/4572703,"""Cook County, IL , """
Management Operations Analyst II (NG1578924),https://illinoisjoblink.illinois.gov/ada/r/jobs/4572707,"""Sangamon County, IL , """
Support Service Worker (NG1579013),https://illinoisjoblink.illinois.gov/ada/r/jobs/4572708,"""Morgan County, IL , """
Human Services Caseworker (Upward Mobility Target Title) (NG1579121),https://illinoisjoblink.illinois.gov/ada/r/jobs/4572714,"""Montgomery County, IL , """
Psychologist II (Upward Mobility Target Title) (NG1581901),https://illinoisjoblink.illinois.gov/ada/r/jobs/4578026,"""Cook County Zone 3, IL , """
Medical Administrator II Option C - Opt 06 (NG1365179),https://illinoisjoblink.illinois.gov/ada/r/jobs/4578027,"""Livingston County, IL , """
Public Aid Eligibility Assistant (NG1579396),https://illinoisjoblink.illinois.gov/ada/r/jobs/4578030,"""Cook County, IL , """
Public Aid Eligibility Assistant (NG1579486),https://illinoisjoblink.illinois.gov/ada/r/jobs/4578031,"""Cook County, IL , """
Office Associate - Opt 2 (NG1580013),https://illinoisjoblink.illinois.gov/ada/r/jobs/4578032,"""Cook County, IL , """
Executive I - Opt H7 (NG1583279),https://illinoisjoblink.illinois.gov/ada/r/jobs/4580395,"""Sangamon County, IL , """
Carpenter (NG1582592),https://illinoisjoblink.illinois.gov/ada/r/jobs/4580398,"""Union County, IL , """
Executive I - Opt H7 (NG1562324),https://illinoisjoblink.illinois.gov/ada/r/jobs/4580402,"""Sangamon County, IL , """
TM V Roadside Maintenance Manager (NG1582636),https://illinoisjoblink.illinois.gov/ada/r/jobs/4580405,"""Sangamon County, IL , """
Human Services Caseworker (Upward Mobility Target Title) (NG1583093),https://illinoisjoblink.illinois.gov/ada/r/jobs/4580406,"""Peoria County, IL , """
Public Aid Eligibility Assistant (NG1583132),https://illinoisjoblink.illinois.gov/ada/r/jobs/4580407,"""McLean County, IL , """
Support Service Coordinator I (NG1580675),https://illinoisjoblink.illinois.gov/ada/r/jobs/4580414,"""Union County, IL , """
TM IV Interstate & Special Programs Specialist (NG1582574),https://illinoisjoblink.illinois.gov/ada/r/jobs/4580416,"""Sangamon County, IL , """
Social Worker  II (Upward Mobility Target Title) (NG1583908),https://illinoisjoblink.illinois.gov/ada/r/jobs/4582828,"""Randolph County, IL , """
